STT,SẢN PHẨM,NHU CẦU,TỈNH THÀNH,QUẬN HUYỆN,PHƯỜNG/ XÃ,"ĐƯỜNG, KHU VỰC",GIÁ,NGÀY ĐĂNG,HÃNG XE,DÒNG XE,XUẤT XỨ,NĂM SẢN XUẤT,DUNG TÍCH,SỐ CHỖ NGỒI,KIỂU XE,MÀU XE,NHIÊN LIỆU,HỘP SỐ,TRỌNG TẢI,SỐ KM ĐÃ ĐI
375,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,2099000000,30/08/2021,Mercedes Benz,GLC Class,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,
376,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Bình Chiểu,,1095000000,30/08/2021,Hyundai,Santa Fe,Việt Nam,2019,,7,SUV / Cross over,,Dầu,Tự động,,30
377,Ô tô,Cần bán,Hồ Chí Minh,Quận 1,,,2345678000,30/08/2021,Mercedes Benz,Dòng khác,Đức,2019,,,Kiểu dáng khác,,Dầu,Bán tự động,,
378,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,3089000000,30/08/2021,Mercedes Benz,GLC Class,Đức,2021,,5,SUV / Cross over,,Xăng,Tự động,,
379,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,3089000000,30/08/2021,Mercedes Benz,GLC Class,Đức,2021,,5,SUV / Cross over,,Xăng,Tự động,,
380,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long A,,625000000,29/08/2021,Toyota,Venza,Mỹ,2009,,5,SUV / Cross over,,Xăng,Tự động,,63
381,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Bình Chiểu,,45000000,29/08/2021,Honda,Accord,,1993,,5,Sedan,,Xăng,Số sàn,,9999
382,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 10,,479000000,29/08/2021,Mazda,2,Thái Lan,2021,,4,Sedan,,Xăng,Tự động,,
383,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,,125000000,29/08/2021,Hyundai,Elantra,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
384,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 26,,985000000,29/08/2021,Mercedes Benz,C Class,Việt Nam,2017,,5,Sedan,,Xăng,Tự động,,68
385,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,,185000000,29/08/2021,Toyota,Hiace,,2006,,10,Van,,Xăng,Số sàn,,130
386,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,,,779000000,29/08/2021,Ford,Ranger,Việt Nam,2021,,5,Pick-up (bán tải),,Dầu,Tự động,,
387,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,905000000,29/08/2021,Ford,Ranger,Việt Nam,2021,,5,Pick-up (bán tải),,Dầu,Tự động,,
388,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,430000000,29/08/2021,BMW,3 Series,Đức,2010,,5,Sedan,,Xăng,Tự động,,66
389,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,569900000,29/08/2021,Suzuki,XL 7,Nhật Bản,2021,,7,Minivan (MPV),,Xăng,Bán tự động,,
390,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,560000000,29/08/2021,Cadillac,SRX,Mỹ,2005,,5,SUV / Cross over,,Xăng,Tự động,,66
391,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,,378000000,29/08/2021,Kia,Soluto,Việt Nam,2020,,5,Sedan,,Xăng,Tự động,,28
392,Ô tô,Cần bán,Hồ Chí Minh,Huyện Nhà Bè,Xã Phú Xuân,,260000000,29/08/2021,Chevrolet,Captiva,Mỹ,2008,,7,SUV / Cross over,,Xăng,Tự động,,102
393,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,485000000,29/08/2021,Ford,Ranger,Thái Lan,2013,,5,Pick-up (bán tải),,Dầu,Tự động,,89
394,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Thới Tam Thôn,,230000000,29/08/2021,Hyundai,Grand i10,Ấn Độ,2016,,5,Sedan,,Xăng,Số sàn,,200
395,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,,179000000,29/08/2021,Kia,Morning,Hàn Quốc,2009,,5,Hatchback,,Xăng,Tự động,,128
396,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,,172000000,29/08/2021,Kia,Morning,Việt Nam,2009,,5,Hatchback,,Xăng,Tự động,,96
397,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,,,87000000,29/08/2021,Hãng khác,Dòng khác,,2001,,,,,,Số sàn,,120
398,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,,380000000,29/08/2021,Chevrolet,Cruze,Mỹ,2017,,5,Sedan,,Xăng,Số sàn,,58
399,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Bình Chiểu,,189000000,29/08/2021,Toyota,Innova,Việt Nam,2008,,8,Minivan (MPV),,Xăng,Số sàn,,222
400,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,,,620000000,29/08/2021,Kia,Cerato,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
401,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,,,289000000,28/08/2021,Kia,Morning,Việt Nam,2021,,5,Hatchback,,Xăng,Số sàn,,
402,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Thuận Tây,,1359000000,28/08/2021,Mercedes Benz,GLC,,2017,,5,Sedan,,Xăng,Tự động,,45
403,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,,460000000,28/08/2021,Kia,Rondo,Hàn Quốc,2016,,7,Minivan (MPV),,Xăng,Tự động,,64
404,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,,,881000000,28/08/2021,Vinfast,Lux,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
405,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Hiệp Phú,,950000000,28/08/2021,Honda,CR V,Việt Nam,2020,,5,SUV / Cross over,,Xăng,Tự động,,9
406,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,,,610000000,28/08/2021,Mitsubishi,Xpander,Nhật Bản,2020,,7,SUV / Cross over,,Xăng,Tự động,,17
407,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,,,2489000000,28/08/2021,Mercedes Benz,GLC,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,800
408,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,Phường Thảo Điền,,881695000,28/08/2021,Vinfast,Lux,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
409,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,,999000000,28/08/2021,Kia,Sorento,Việt Nam,2021,,7,SUV / Cross over,,Dầu,Tự động,,
410,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Quy,,539000000,28/08/2021,Toyota,Fortuner,Việt Nam,2013,,7,SUV / Cross over,,Xăng,Tự động,,896
411,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,,325000000,28/08/2021,Toyota,Wigo,Nhật Bản,2019,,5,Hatchback,,Xăng,Số sàn,,15
412,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,,798000000,28/08/2021,Mazda,CX 5,,2021,,5,,,Xăng,Tự động,,
413,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,,230000000,28/08/2021,Ford,Ranger,Việt Nam,2008,,5,Pick-up (bán tải),,Dầu,Số sàn,,130
414,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,599000000,28/08/2021,Honda,City,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
415,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Trung Chánh,,300000000,28/08/2021,Hãng khác,Dòng khác,Việt Nam,2020,,5,Kiểu dáng khác,,Xăng,Tự động,,1
416,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,,390000000,28/08/2021,Mazda,2,Thái Lan,2016,,5,Sedan,,Xăng,Tự động,,73
417,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,,,455000000,27/08/2021,Hyundai,H 1,Hàn Quốc,2015,,5,Kiểu dáng khác,,Xăng,Số sàn,,23
418,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,,,590000000,27/08/2021,Ford,EcoSport,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,
419,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,195000000,27/08/2021,Toyota,Hiace,,2006,,7,,,Dầu,Số sàn,,
420,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,1112000000,27/08/2021,Ford,Everest,Thái Lan,2021,,7,SUV / Cross over,,Dầu,Tự động,,
421,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,,879000000,27/08/2021,Toyota,Innova,Việt Nam,2021,,8,Minivan (MPV),,Xăng,Tự động,,
422,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,,,630000000,27/08/2021,Ford,Ranger,Việt Nam,2021,,5,Pick-up (bán tải),,Dầu,Tự động,,
423,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,586000000,27/08/2021,Ford,Ranger,Việt Nam,2021,,5,Pick-up (bán tải),,Dầu,Số sàn,,
424,Ô tô,Cần bán,Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,,25000000,27/08/2021,Hyundai,Grand i10,,2018,,5,Hatchback,,Xăng,Tự động,,130
425,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,,,665000000,27/08/2021,Toyota,Venza,Mỹ,2009,,5,SUV / Cross over,,Xăng,Tự động,,57
426,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,2079000000,27/08/2021,Mercedes Benz,GLC,Việt Nam,2020,,5,SUV / Cross over,,Xăng,Tự động,,900
427,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 1,,989000000,27/08/2021,Peugeot,Dòng khác,Nước khác,2021,,5,SUV / Cross over,,Xăng,Tự động,,
428,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,,,358000000,27/08/2021,Mitsubishi,Grandis,Việt Nam,2008,,5,Minivan (MPV),,Xăng,Tự động,,99
429,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,,350000000,27/08/2021,Ford,Transit,Mỹ,2015,,5,Van,,Dầu,Số sàn,,190
430,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,,,424000000,27/08/2021,Kia,Morning,Việt Nam,2021,,5,Hatchback,,Xăng,Tự động,,
431,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,440000000,27/08/2021,Honda,City,Việt Nam,2017,,5,Sedan,,Xăng,Tự động,,65
432,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,,989000000,27/08/2021,Kia,Sedona,Việt Nam,2020,,7,Minivan (MPV),,Dầu,Tự động,,
433,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,430000000,27/08/2021,Kia,Morning,Việt Nam,2021,,5,Hatchback,,Xăng,Tự động,,
434,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,,400000000,27/08/2021,Mazda,2,Việt Nam,2016,,5,Sedan,,Xăng,Tự động,,68
435,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,,,1059000000,27/08/2021,Kia,Sorento,Việt Nam,2021,,7,SUV / Cross over,,Dầu,Tự động,,
436,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,,,1219000000,27/08/2021,Toyota,Fortuner,Việt Nam,2021,,7,SUV / Cross over,,Dầu,Tự động,,33
437,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,,429000000,27/08/2021,Kia,Morning,Việt Nam,2021,,5,Hatchback,,Xăng,Tự động,,
438,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,,499000000,27/08/2021,Kia,Cerato,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
439,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 10,,639000000,27/08/2021,Mazda,CX 3,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,
440,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 3,,899000000,27/08/2021,Ford,Transit,Việt Nam,2021,,8,Kiểu dáng khác,,Dầu,Số sàn,,
441,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Trung Mỹ Tây,,615000000,27/08/2021,Toyota,Innova,,2019,,8,Minivan (MPV),,Xăng,Số sàn,,30
442,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Trung Mỹ Tây,,885000000,27/08/2021,Ford,Everest,,2017,,7,SUV / Cross over,,Dầu,Tự động,,
443,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Hiệp Phú,,75000000,27/08/2021,Mercedes Benz,MB,Đức,2004,,6,Van,,Dầu,Số sàn,,9999
444,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo A,,490000000,27/08/2021,Toyota,Vios,,2020,,5,Sedan,,Xăng,Tự động,,28
445,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Phú Thuận,,3086000000,26/08/2021,Jeep,Wrangler,Mỹ,2020,,5,SUV / Cross over,,Xăng,Tự động,,
446,Ô tô,Cần bán,Hồ Chí Minh,Quận 3,Phường 3,,764000000,26/08/2021,Ford,Ranger,Việt Nam,2021,,5,Pick-up (bán tải),,Dầu,Bán tự động,,
447,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,Phường Thạnh Mỹ Lợi,,530000000,26/08/2021,Mercedes Benz,S Class,Đức,2006,,5,Sedan,,Xăng,Tự động,,79
448,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,,300000000,26/08/2021,Hyundai,Grand i10,Việt Nam,2017,,5,Sedan,,Xăng,Tự động,,167
449,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 2,,463000000,26/08/2021,Ford,EcoSport,Việt Nam,2016,,5,SUV / Cross over,,Xăng,Tự động,,46
450,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,585000000,26/08/2021,Chevrolet,Colorado,,2017,,5,Pick-up (bán tải),,Dầu,Tự động,,50
451,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,575000000,26/08/2021,Mitsubishi,Xpander,Thái Lan,2019,,5,Minivan (MPV),,Xăng,Tự động,,30
452,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,988000000,26/08/2021,Peugeot,5008,Việt Nam,2020,,7,SUV / Cross over,,Xăng,Tự động,,10
453,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,938000000,26/08/2021,Toyota,Fortuner,Việt Nam,2020,,5,SUV / Cross over,,Dầu,Số sàn,,38
454,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 16,,250000000,26/08/2021,Kia,Morning,Việt Nam,2019,,5,Hatchback,,Xăng,Số sàn,,585
455,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,,135000000,26/08/2021,Mitsubishi,Jolie,Nhật Bản,1998,,8,SUV / Cross over,,Xăng,Số sàn,,12346
456,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,,245000000,26/08/2021,Hyundai,Grand i10,,2016,,5,Hatchback,,Xăng,Số sàn,,190
457,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,,,564000000,26/08/2021,Suzuki,XL 7,Nước khác,2021,,7,Minivan (MPV),,Xăng,Tự động,,
458,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 4,,7000000,26/08/2021,Hyundai,Grand i10,Việt Nam,2019,,5,Hatchback,,Xăng,Tự động,,38
459,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,644000000,26/08/2021,Mazda,3,Việt Nam,2021,,5,Sedan,,,Tự động,,
460,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,798000000,26/08/2021,Mazda,CX 5,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,
461,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Long Bình,,515000000,26/08/2021,Toyota,Innova,Việt Nam,2017,,8,Minivan (MPV),,Xăng,Số sàn,,73
462,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,,669000000,26/08/2021,Ford,Focus,Việt Nam,2018,,4,Sedan,,Xăng,Tự động,,18
463,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,639000000,26/08/2021,Mazda,BT 50,Nhật Bản,2021,,5,Pick-up (bán tải),,Dầu,Số sàn,,
464,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,,1200000000,26/08/2021,Ford,Dòng khác,Thái Lan,2020,,5,Pick-up (bán tải),,Dầu,Bán tự động,,25
465,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,,1100000000,26/08/2021,Ford,Everest,Thái Lan,2021,,7,SUV / Cross over,,Dầu,Tự động,,
466,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hòa Thạnh,,1050000000,26/08/2021,Honda,CR V,Việt Nam,2020,,5,SUV / Cross over,,Động cơ Hybrid,Bán tự động,,4
467,Ô tô,Cần bán,Hồ Chí Minh,Quận 11,Phường 8,,989000000,26/08/2021,Kia,Sedona,Việt Nam,2021,,7,Minivan (MPV),,Dầu,Tự động,,
468,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,994000000,26/08/2021,Peugeot,5008,Nước khác,2020,,7,Minivan (MPV),,Xăng,Tự động,,12
469,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,,245000000,26/08/2021,Chevrolet,Captiva,,2008,,7,SUV / Cross over,,Xăng,Tự động,,86
470,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,920000000,25/08/2021,Hyundai,Santa Fe,Hàn Quốc,2021,,7,SUV / Cross over,,Xăng,Tự động,,
471,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 24,,515000000,25/08/2021,Honda,City,Việt Nam,2018,,5,Sedan,,Xăng,Tự động,,80
472,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,589000000,25/08/2021,Toyota,Innova,,2018,,8,Minivan (MPV),,Xăng,Số sàn,,56
473,Ô tô,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 8,,382000000,25/08/2021,Hyundai,Grand i10,,2020,,5,Hatchback,,Xăng,Tự động,,78
474,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,369000000,25/08/2021,Kia,Soluto,Việt Nam,2021,,5,Sedan,,Xăng,Số sàn,,
475,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,,545000000,25/08/2021,Mazda,6,Việt Nam,2016,,5,Sedan,,Xăng,Tự động,,90
476,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 7,,1015000000,25/08/2021,Kia,Sorento,Việt Nam,2021,,7,SUV / Cross over,,Xăng,Tự động,,
477,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,,,2268000000,25/08/2021,Ford,Explorer,Mỹ,2021,,7,SUV / Cross over,,Xăng,Tự động,,
478,Ô tô,Cần bán,Hồ Chí Minh,Quận 5,Phường 5,,499000000,25/08/2021,Kia,Cerato,Hàn Quốc,2021,,5,Sedan,,Xăng,Số sàn,,
479,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,,,920000000,25/08/2021,Ford,Transit,Việt Nam,2021,,8,Minivan (MPV),,Dầu,Số sàn,,
480,Ô tô,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 5,,1590000000,25/08/2021,Porsche,Panamera,Đức,2012,,5,Sedan,,Xăng,Tự động,,78
481,Ô tô,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,,394000000,25/08/2021,Kia,Soluto,Hàn Quốc,2021,,5,Sedan,,Xăng,Tự động,,
482,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thới Hòa,,255000000,25/08/2021,Suzuki,Celerio,Thái Lan,2019,,5,Hatchback,,Xăng,Số sàn,,40
483,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,,,586000000,25/08/2021,Hyundai,Kona,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,
484,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,,,480000000,25/08/2021,Honda,City,Nhật Bản,2019,,5,Sedan,,Xăng,Tự động,,30
485,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,,1138000000,25/08/2021,Honda,CR V,Việt Nam,2021,,7,SUV / Cross over,,Xăng,Tự động,,
486,Ô tô,Cần bán,Hồ Chí Minh,Quận 11,,,564000000,25/08/2021,Suzuki,XL 7,,2021,,,,,Xăng,Tự động,,
487,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,,634000000,25/08/2021,Toyota,Rush,Nước khác,2021,,7,SUV / Cross over,,Xăng,Tự động,,
488,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,,499000000,25/08/2021,Kia,Cerato,Việt Nam,2021,,5,Sedan,,Xăng,Số sàn,,
489,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,Phường 13,,820000000,25/08/2021,Toyota,86,Thái Lan,2021,,5,SUV / Cross over,,Xăng,Tự động,,
490,Ô tô,Cần bán,Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,,1104000000,25/08/2021,Subaru,Forester,Thái Lan,2021,,5,SUV / Cross over,,Xăng,Tự động,,
491,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,Phường An Khánh,,881695000,25/08/2021,Vinfast,Lux,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
492,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 7,,650000000,25/08/2021,Kia,Sorento,Việt Nam,2017,,7,SUV / Cross over,,Xăng,Tự động,,70
493,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,,440000000,25/08/2021,Toyota,Vios,Việt Nam,2018,,5,Sedan,,Xăng,Tự động,,63
494,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,555000000,25/08/2021,Ford,EcoSport,Thái Lan,2018,,5,SUV / Cross over,,Xăng,Tự động,,81
495,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,969000000,25/08/2021,Kia,Sedona,Việt Nam,2021,,7,Minivan (MPV),,Dầu,Tự động,,
496,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,,1650000000,25/08/2021,Lexus,GX,Nhật Bản,2010,,8,SUV / Cross over,,Xăng,Tự động,,85
497,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,,650000000,24/08/2021,Toyota,Fortuner,Nhật Bản,2016,,7,SUV / Cross over,,Dầu,Số sàn,,99
498,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,,788000000,24/08/2021,Hyundai,Santa Fe,,2015,,7,SUV / Cross over,,Dầu,Tự động,,50
499,Ô tô,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 9,,895000000,24/08/2021,Honda,CR V,Thái Lan,2019,,7,SUV / Cross over,,Xăng,Tự động,,22
500,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,499000000,24/08/2021,Kia,Cerato,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
